"","School","Q9","Q10","variable","value"
"1602","NorthVernon","Patterson","North Vernon Elemantry","LocationLongitude",-85.63040161
"1603","NorthVernon","Mrs.patterson","NorthVeronElementray","LocationLongitude",-85.63040161
"1604","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1605","NorthVernon"," "," ","LocationLongitude",-85.63040161
"1606","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1607","NorthVernon","Findley","north venon elementry","LocationLongitude",-85.63040161
"1608","NorthVernon","findley","north vernon elementary","LocationLongitude",-85.63040161
"1609","NorthVernon","green","North Vernon Elementary","LocationLongitude",-85.63040161
"1610","NorthVernon","Julie Green","North Vernon Elemtary","LocationLongitude",-85.63040161
"1611","NorthVernon","Green","NVE","LocationLongitude",-85.63040161
"1612","NorthVernon","green","North Vernon Elementry","LocationLongitude",-85.63040161
"1613","NorthVernon"," "," ","LocationLongitude",-85.63040161
"1614","NorthVernon"," "," ","LocationLongitude",-85.63040161
"1615","NorthVernon","Puckett","North Vernon Elementry","LocationLongitude",-85.63040161
"1616","NorthVernon","Kloeker","North Vernon Elementry","LocationLongitude",-85.63040161
"1617","NorthVernon","mrs puckett","north vernon eleamentry","LocationLongitude",-85.63040161
"1618","NorthVernon","Skinner","Nve","LocationLongitude",-85.63040161
"1619","NorthVernon","Mrs.Skinner","North Vernon Elamantry","LocationLongitude",-85.63040161
"1620","NorthVernon"," "," ","LocationLongitude",-85.63040161
"1621","NorthVernon","sproessing","nve","LocationLongitude",-85.63040161
"1622","NorthVernon","Skinner","North Vernon Elementary","LocationLongitude",-85.63040161
"1623","NorthVernon","puckett","nve","LocationLongitude",-85.63040161
"1624","NorthVernon","Puckett","N.V.E.","LocationLongitude",-85.63040161
"1625","NorthVernon","Puckett","North Vernon Elementry","LocationLongitude",-85.63040161
"1626","NorthVernon","puckett","NVE","LocationLongitude",-85.63040161
"1627","NorthVernon","Patterson","North Vernon Elamentry","LocationLongitude",-85.63040161
"1628","NorthVernon","sproessig","North Vernon Elementary","LocationLongitude",-85.63040161
"1629","NorthVernon","patterson","north vernon elamentary","LocationLongitude",-85.63040161
"1630","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1631","NorthVernon","Mrs.Patterson","NVE","LocationLongitude",-85.63040161
"1632","NorthVernon","green","jc","LocationLongitude",-85.63040161
"1633","NorthVernon","puckitt","nve","LocationLongitude",-85.63040161
"1634","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1635","NorthVernon","Puckett","North Vernon Elementary","LocationLongitude",-85.63040161
"1636","NorthVernon","Puckett","North Vernon Elementary","LocationLongitude",-85.63040161
"1637","NorthVernon","Puckett","North Vernon Elemantry","LocationLongitude",-85.63040161
"1638","NorthVernon","Skinner","North Vernon Elementary","LocationLongitude",-85.63040161
"1639","NorthVernon","Puckett","North Vernon Elementary","LocationLongitude",-85.63040161
"1640","NorthVernon","Skinner","North Vernon Elementary","LocationLongitude",-85.63040161
"1641","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1642","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1643","NorthVernon","puckett","North Vernon Elementary","LocationLongitude",-85.63040161
"1644","NorthVernon","Skinner","North Vernon Elementary","LocationLongitude",-85.63040161
"1645","NorthVernon","puckett","nve","LocationLongitude",-85.63040161
"1646","NorthVernon","Skinner","North Vernon Elementary","LocationLongitude",-85.63040161
"1647","NorthVernon","skinner","nve","LocationLongitude",-85.63040161
"1648","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1649","NorthVernon","mrs puckett","nve","LocationLongitude",-85.63040161
"1650","NorthVernon","skinner","North Vernon Elamentry","LocationLongitude",-85.63040161
"1651","NorthVernon","Mrs.Skinner","North Vernon Elemantary","LocationLongitude",-85.63040161
"1652","PerryCentral","clorck","Perry Central Elementary","LocationLongitude",-86.54380035
"1653","PerryCentral"," "," ","LocationLongitude",-86.54380035
"1654","PerryCentral","jarboe","perrycenter","LocationLongitude",-86.54380035
"1655","PerryCentral","jarboe","Perry central","LocationLongitude",-86.54380035
"1656","PerryCentral","jarboe","perry central","LocationLongitude",-86.54380035
"1657","PerryCentral","Taylor","Perry Central","LocationLongitude",-86.54380035
"1658","PerryCentral","Jarboe","Perry central","LocationLongitude",-86.54380035
"1659","PerryCentral","lange","Perry Cental Elenetry","LocationLongitude",-86.54380035
"1660","PerryCentral"," "," ","LocationLongitude",-86.54380035
"1661","PerryCentral","Lange","Perry Central","LocationLongitude",-86.54380035
"1662","PerryCentral","taylor","perry cenntrol","LocationLongitude",-86.54380035
"1663","PerryCentral","Taylor","Perry Central Elementary","LocationLongitude",-86.54380035
"1664","PerryCentral","Taylor","Perry Central","LocationLongitude",-86.54380035
"1665","PerryCentral","Taylor","Perry Central Elementary school","LocationLongitude",-86.54380035
"1666","PerryCentral","Lange","Perry Central","LocationLongitude",-86.54380035
"1667","PerryCentral","lange","perry central","LocationLongitude",-86.54380035
"1668","PerryCentral"," "," ","LocationLongitude",-86.54380035
"1669","PerryCentral","taylor","perry central","LocationLongitude",-86.54380035
"1670","PerryCentral","Taylor","Perry Central Elementary school","LocationLongitude",-86.54380035
"1671","PerryCentral","Talyor","Perry central","LocationLongitude",-86.54380035
"1672","PerryCentral","Taylor","Perry central","LocationLongitude",-86.54380035
"1673","PerryCentral","Taylor","Perry Central","LocationLongitude",-86.54380035
"1674","PerryCentral","Taylor","Perry Central Elementary School","LocationLongitude",-86.54380035
"1675","PerryCentral","Taylor","Perry Central","LocationLongitude",-86.54380035
"1676","PerryCentral","Clark","Perry Central","LocationLongitude",-86.54380035
"1677","PerryCentral","Clark","perry central","LocationLongitude",-86.54380035
"1678","PerryCentral","lange","Perry central","LocationLongitude",-86.54380035
"1679","PerryCentral","Lange","Perry Central","LocationLongitude",-86.54380035
"1680","PerryCentral","taylor","perry central","LocationLongitude",-86.54380035
"1681","PerryCentral","Taylor","Perry Central","LocationLongitude",-86.54380035
"1682","PerryCentral","clark","perry central","LocationLongitude",-86.54380035
"1683","PerryCentral","mrs sweat and mrs kelly","perry ceantral","LocationLongitude",-86.54380035
"1684","PerryCentral","Sweat","Perry Central","LocationLongitude",-86.54380035
"1685","PerryCentral","Taylor","Perry Central","LocationLongitude",-86.54380035
"1686","PerryCentral","sweat","Perry Central","LocationLongitude",-86.54380035
"1687","PerryCentral","Kelly/Sweat","Perry Centrel Elementry School","LocationLongitude",-86.54380035
"1688","PerryCentral","clark","Perry Central","LocationLongitude",-86.54380035
"1689","PerryCentral","Clark","Perry Central","LocationLongitude",-86.54380035
"1690","PerryCentral","Clark","perry central","LocationLongitude",-86.54380035
"1691","PerryCentral","Sweat","perry central elematrey","LocationLongitude",-86.54380035
"1692","PerryCentral","sweat","Perry central ellamentery school","LocationLongitude",-86.54380035
"1693","PerryCentral","Kelly","Perry Central","LocationLongitude",-86.54380035
"1694","PerryCentral"," "," ","LocationLongitude",-86.54380035
"1695","PerryCentral","Jarboe","Perry Central","LocationLongitude",-86.54380035
"1696","PerryCentral","Jarboe","Perry Central Elementary","LocationLongitude",-86.54380035
"1697","PerryCentral","Kelly/Sweat","Perry Central Elementary","LocationLongitude",-86.54380035
"1698","PerryCentral","Sweat","Perry Central","LocationLongitude",-86.54380035
"1699","PerryCentral","sweat","pc","LocationLongitude",-86.54380035
"1700","PerryCentral"," "," ","LocationLongitude",-86.54380035
"1701","PerryCentral","Jarboe","Perry Central Elementry","LocationLongitude",-86.54380035
"1702","PerryCentral","Jarboe","Perry Central elementary","LocationLongitude",-86.54380035
"1703","PerryCentral","Jarboe","Perry Central","LocationLongitude",-86.54380035
"1704","PerryCentral","Jarboe","Perry Central Elementary","LocationLongitude",-86.54380035
"1705","PerryCentral","Jarboe","Perry Central Elementary","LocationLongitude",-86.54380035
"1706","PerryCentral","Jarboe","Perry Cenatral","LocationLongitude",-86.54380035
"1707","PerryCentral","Jarboe","Perry Central","LocationLongitude",-86.54380035
"1708","PerryCentral","Jarboe","Perry Central elementary","LocationLongitude",-86.54380035
"1709","PerryCentral","Jarboe","perry central elementry","LocationLongitude",-86.54380035
"1710","PerryCentral","Mrs. Jarboe","Perry central elementary","LocationLongitude",-86.54380035
"1711","PerryCentral","kelly/sweat","perry central","LocationLongitude",-86.54380035
"1712","PerryCentral","Jarboe","Perry Strl","LocationLongitude",-86.54380035
"1713","PerryCentral","Jarboe","Perry Central Elementary","LocationLongitude",-86.54380035
"1714","PerryCentral","Jarboe","Perry Central","LocationLongitude",-86.54380035
"1715","PerryCentral","Lueken","Perry Central","LocationLongitude",-86.54380035
"1716","PerryCentral","Lueken","Perry Central","LocationLongitude",-86.54380035
"1717","PerryCentral","lueken","perry centrale","LocationLongitude",-86.54380035
"1718","PerryCentral","lueken","perry centrel","LocationLongitude",-86.54380035
"1719","PerryCentral","Lueken","Perry Central","LocationLongitude",-86.54380035
"1720","PerryCentral","Lueken","Perry Central","LocationLongitude",-86.54380035
"1721","PerryCentral","Lueken","Perry Central","LocationLongitude",-86.54380035
"1722","PerryCentral","Lueken","Perry central","LocationLongitude",-86.54380035
"1723","PerryCentral","Lueken","Perry Central","LocationLongitude",-86.54380035
"1724","PerryCentral","lueken","perry central","LocationLongitude",-86.54380035
"1725","PerryCentral","lueken","Perry central","LocationLongitude",-86.54380035
"1726","PerryCentral","Lueken","Perry Central Elementery","LocationLongitude",-86.54380035
"1727","PerryCentral","lueken","perry central","LocationLongitude",-86.54380035
"1728","PerryCentral","lueken","Perry Central Elementry","LocationLongitude",-86.54380035
"1729","PerryCentral","Lueken","Perry Central","LocationLongitude",-86.54380035
"1730","PerryCentral"," "," ","LocationLongitude",-86.54380035
"1731","PerryCentral","Lueken","Perry Central","LocationLongitude",-86.54380035
"1732","PerryCentral","Clark","Perry Central Elementary","LocationLongitude",-86.54380035
"1733","PerryCentral","Clark","Perry Central","LocationLongitude",-86.54380035
"1734","PerryCentral","clark","Perry Central","LocationLongitude",-86.54380035
"1735","PerryCentral","clark","perry central elementry","LocationLongitude",-86.54380035
"1736","PerryCentral","holly","perry central","LocationLongitude",-86.54380035
"1737","PerryCentral","lange","perry central","LocationLongitude",-86.54380035
"1738","PerryCentral","Lange","Perry Central","LocationLongitude",-86.54380035
"1739","PerryCentral","clark","perry central","LocationLongitude",-86.54380035
"1740","PerryCentral","clark","perry central","LocationLongitude",-86.54380035
"1741","PerryCentral","longe","Perry Central","LocationLongitude",-86.54380035
"1742","PerryCentral","Clark","Perry Central Elementary","LocationLongitude",-86.54380035
"1743","PerryCentral","lange","Perry Central","LocationLongitude",-86.54380035
"1744","PerryCentral","lange","perry central","LocationLongitude",-86.54380035
"1745","PerryCentral","lange","perry central","LocationLongitude",-86.54380035
"1746","PerryCentral","Lange","perry central","LocationLongitude",-86.54380035
"1747","PerryCentral","Lange","Perry Central","LocationLongitude",-86.54380035
"1748","PerryCentral","billow mayson","Perry central","LocationLongitude",-86.54380035
"1749","PerryCentral","lange","perry central","LocationLongitude",-86.54380035
"1750","PerryCentral","Clark","Perry Central Elementary","LocationLongitude",-86.54380035
"1751","PerryCentral","jarboe","Perry central","LocationLongitude",-86.54380035
"1752","PerryCentral","Lange","Perry Central","LocationLongitude",-86.54380035
"1753","PerryCentral","Clark","Perry Central Elementary","LocationLongitude",-86.54380035
"1754","PerryCentral","Taylor","Perry Central Elementary School","LocationLongitude",-86.54380035
"1755","PerryCentral","clark","perry central elementary","LocationLongitude",-86.54380035
"1756","PerryCentral","lange","perry central","LocationLongitude",-86.54380035
"1757","PerryCentral","Lange","Perry Central","LocationLongitude",-86.54380035
"1758","PerryCentral","Lange","Perry Central","LocationLongitude",-86.54380035
"1759","PerryCentral","taylor","Perry Central","LocationLongitude",-86.54380035
"1760","PerryCentral","Tayor","perry central","LocationLongitude",-86.54380035
"1761","PerryCentral"," "," ","LocationLongitude",-86.54380035
"1762","PerryCentral","Sweat"," PPerry Central Elementary School","LocationLongitude",-86.54380035
"1763","PerryCentral","taylor","perry central","LocationLongitude",-86.54380035
"1764","PerryCentral","Taylor","Perry Central Elementary School","LocationLongitude",-86.54380035
"1765","PerryCentral","Sweat","Perry Central","LocationLongitude",-86.54380035
"1766","PerryCentral","Sweat/Kelly","Perry Central","LocationLongitude",-86.54380035
"1767","PerryCentral","Sweat/Kelly","Perry Central","LocationLongitude",-86.54380035
"1768","PerryCentral","Kelly/Sweat","Perry Central","LocationLongitude",-86.54380035
"1769","PerryCentral","Sweat/Kelly","Perry Central","LocationLongitude",-86.54380035
"1770","PerryCentral","Mr.Tylor","Perry centerol","LocationLongitude",-86.54380035
"1771","PerryCentral","Taylor","Perry Central","LocationLongitude",-86.54380035
"1772","PerryCentral","Taylor","Perry Central Elementary","LocationLongitude",-86.54380035
"1773","PerryCentral","Taylor","Perry Central","LocationLongitude",-86.54380035
"1774","PerryCentral","Taylor","Perry Central","LocationLongitude",-86.54380035
"1775","PerryCentral","Taylor","Perry Central Elementary","LocationLongitude",-86.54380035
"1776","PerryCentral","Taylor","PerryCentral","LocationLongitude",-86.54380035
"1777","PerryCentral","Taylor","Perry central elementary school","LocationLongitude",-86.54380035
"1778","PerryCentral","Taylor","perry central","LocationLongitude",-86.54380035
"1779","PerryCentral","Clark","Perry Central","LocationLongitude",-86.54380035
