"","School","Q9","Q10","variable","value"
"1243","MonroeCentral","Mr.chammnes","Monroecentral","LocationLongitude",-86.51550293
"1244","MonroeCentral","Pease","Monroe Central","LocationLongitude",-86.51550293
"1245","MonroeCentral","Pease","Monroe Central Elementary","LocationLongitude",-86.51550293
"1246","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1247","MonroeCentral","Pease","Monroe Central","LocationLongitude",-86.51550293
"1248","MonroeCentral","Pease","Monroe Central Elementary","LocationLongitude",-86.51550293
"1249","MonroeCentral"," "," ","LocationLongitude",-86.51550293
"1250","MonroeCentral","Chammness","Monroe Central","LocationLongitude",-86.51550293
"1251","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1252","MonroeCentral","Brent","Monroe Central Elmentry","LocationLongitude",-86.51550293
"1253","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1254","MonroeCentral","Mr. Chamness","Monroe Central","LocationLongitude",-86.51550293
"1255","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1256","MonroeCentral","chamness","MCE","LocationLongitude",-86.51550293
"1257","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1258","MonroeCentral","chamness","Monroe central elementary school","LocationLongitude",-86.51550293
"1259","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1260","MonroeCentral","Chamness","Monroe central","LocationLongitude",-86.51550293
"1261","MonroeCentral","Chamness","Monroe Central Elementary","LocationLongitude",-86.51550293
"1262","MonroeCentral","chamness","Monroe central","LocationLongitude",-86.51550293
"1263","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1264","MonroeCentral","Pease","Monroe Central Elementary","LocationLongitude",-86.51550293
"1265","MonroeCentral"," "," ","LocationLongitude",-86.51550293
"1266","MonroeCentral"," "," ","LocationLongitude",-86.51550293
"1267","MonroeCentral","Deboi","Monroe central Elementary","LocationLongitude",-86.51550293
"1268","MonroeCentral","Deboy","Monroecentral Elementry","LocationLongitude",-86.51550293
"1269","MonroeCentral","Deboy","Monroe Central","LocationLongitude",-86.51550293
"1270","MonroeCentral","DeBoy","Monroe Central Elementary","LocationLongitude",-86.51550293
"1271","MonroeCentral","Deboy","Monroe Central","LocationLongitude",-86.51550293
"1272","MonroeCentral","deboy","monroe central","LocationLongitude",-86.51550293
"1273","MonroeCentral","Deboy","Monroe Central Elm","LocationLongitude",-86.51550293
"1274","MonroeCentral","Chammes","Monroe central","LocationLongitude",-86.51550293
"1275","MonroeCentral","Deboy","Monroe Central Elementary","LocationLongitude",-86.51550293
"1276","MonroeCentral","Deboy","Monroe Central Elementary","LocationLongitude",-86.51550293
"1277","MonroeCentral","Deboy","Monroe Central","LocationLongitude",-86.51550293
"1278","MonroeCentral","Mr. Deboy","Monroe Central Elementary","LocationLongitude",-86.51550293
"1279","MonroeCentral","Deboy","Monroecentral elemetry","LocationLongitude",-86.51550293
"1280","MonroeCentral","Deboy","Monroe Central Elemantry School","LocationLongitude",-86.51550293
"1281","MonroeCentral","Chamness","Monroe Central Elementary","LocationLongitude",-86.51550293
"1282","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1283","MonroeCentral","Kyle deboy","Monroe central`elemaetray","LocationLongitude",-86.51550293
"1284","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1285","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1286","MonroeCentral","Chamness","Monroe Central Elementery","LocationLongitude",-86.51550293
"1287","MonroeCentral","Chamness","Monroe central","LocationLongitude",-86.51550293
"1288","MonroeCentral","Saulmon","monroe central","LocationLongitude",-86.51550293
"1289","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1290","MonroeCentral","saulmon","monroe central elementary","LocationLongitude",-86.51550293
"1291","MonroeCentral","dont know","monroe central","LocationLongitude",-86.51550293
"1292","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1293","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1294","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1295","MonroeCentral","Saulmon","Monroe Central Elementary School","LocationLongitude",-86.51550293
"1296","MonroeCentral","Sualmon","Monroe Central Elementry","LocationLongitude",-86.51550293
"1297","MonroeCentral","Saulmon","Monroe Central","LocationLongitude",-86.51550293
"1298","MonroeCentral","Chamness","Monroe Central","LocationLongitude",-86.51550293
"1299","MonroeCentral","Saulmon","Monroe Central","LocationLongitude",-86.51550293
"1300","MonroeCentral","Ms. Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1301","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1302","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1303","MonroeCentral","Saulmon","Monroe Central","LocationLongitude",-86.51550293
"1304","MonroeCentral","Miss Saulmon","Monroe Central","LocationLongitude",-86.51550293
"1305","MonroeCentral","Salmon","Monroe Central","LocationLongitude",-86.51550293
"1306","MonroeCentral","Salumon","Monroe Central","LocationLongitude",-86.51550293
"1307","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1308","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1309","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLongitude",-86.51550293
"1310","MonroeCentral","saulmon","monroe central","LocationLongitude",-86.51550293
"1311","MonroeCentral","Saulmon","Monroe Central Elementray","LocationLongitude",-86.51550293
"1312","MonroeCentral","Pease","Monroe central elementary","LocationLongitude",-86.51550293
"1313","MonroeCentral","Pease","Monroe Central Ele","LocationLongitude",-86.51550293
"1314","MonroeCentral","Pease","Monroe Central Elementary","LocationLongitude",-86.51550293
"1315","MonroeCentral","Swallow","Monroe Central Elementary","LocationLongitude",-86.51550293
"1316","MonroeCentral","deboy","mentralcentral","LocationLongitude",-86.51550293
"1317","MonroeCentral","Mr.Deboy","MonroeCentral","LocationLongitude",-86.51550293
"1318","MonroeCentral","deboy","Monroe Central","LocationLongitude",-86.51550293
"1319","MonroeCentral","Deboy","Monroe Central Elementary","LocationLongitude",-86.51550293
"1320","MonroeCentral","Deboy","Monroe Central Elementary","LocationLongitude",-86.51550293
"1321","MonroeCentral","swallow","monroe central","LocationLongitude",-86.51550293
"1322","NorthDavies","lewis","North Davies","LocationLongitude",-97.8219986
"1323","NorthDavies","porter","NDE","LocationLongitude",-97.8219986
"1324","NorthDavies","Porter","NDE","LocationLongitude",-97.8219986
"1325","NorthDavies","Lewis","North Daviess Elementary","LocationLongitude",-97.8219986
"1326","NorthDavies","Lewis","North Daviess Elementary","LocationLongitude",-97.8219986
"1327","NorthDavies","Lewis","North Daviess","LocationLongitude",-97.8219986
"1328","NorthDavies","Lewis","North Daviess Elementary","LocationLongitude",-97.8219986
"1329","NorthDavies","Cunnigham","North Daviess Elementry","LocationLongitude",-97.8219986
"1330","NorthDavies","Collins","North Daviess Elementary","LocationLongitude",-86.99849701
"1331","NorthDavies","Collins","North Daviess Elementary","LocationLongitude",-86.99849701
"1332","NorthDavies","Wade","North daviess","LocationLongitude",-86.99849701
"1333","NorthDavies","Wade","North Daviess Elementary","LocationLongitude",-86.99849701
"1334","NorthDavies","Cox","North Daviess","LocationLongitude",-86.99849701
"1335","NorthDavies","Cox","North Daviess Elementary","LocationLongitude",-86.99849701
"1336","NorthDavies","Cox","North Daviess","LocationLongitude",-86.99849701
"1337","NorthDavies","Porter","North Daviess Elementary","LocationLongitude",-86.99849701
"1338","NorthDavies","porter","North Daviess Elementary","LocationLongitude",-86.99849701
"1339","NorthDavies","Porter","NDE","LocationLongitude",-86.99849701
"1340","NorthDavies","Mrs. Porter","NDE","LocationLongitude",-86.99849701
"1341","NorthDavies","Lewis","North Daviess","LocationLongitude",-86.99849701
"1342","NorthDavies","Porter","North Daviess","LocationLongitude",-86.99849701
"1343","NorthDavies","Cunningham","NDE","LocationLongitude",-86.99849701
"1344","NorthDavies","Porter","North Daviess","LocationLongitude",-86.99849701
"1345","NorthDavies","Porter","North Daviess","LocationLongitude",-86.99849701
"1346","NorthDavies","Porter","North Daviess","LocationLongitude",-86.99849701
"1347","NorthDavies","lewis","north daviess elementary","LocationLongitude",-86.99849701
"1348","NorthDavies","Porter","North Daviess Elementary","LocationLongitude",-86.99849701
"1349","NorthDavies","Ginger Porter","North daviess elementry","LocationLongitude",-86.99849701
"1350","NorthDavies","Porter","North Daviess","LocationLongitude",-86.99849701
"1351","NorthDavies","Porter","North Daviess","LocationLongitude",-86.99849701
"1352","NorthDavies","Porter","nde","LocationLongitude",-86.99849701
"1353","NorthDavies","porter","NDE","LocationLongitude",-86.99849701
"1354","NorthDavies","Porter","North Daviess Elementary","LocationLongitude",-86.99849701
"1355","NorthDavies","Porter","North Daviess Elementary","LocationLongitude",-86.99849701
"1356","NorthDavies","PORTER","NDE","LocationLongitude",-86.99849701
"1357","NorthDavies","Lewis","North Daviess Elementary","LocationLongitude",-86.99849701
"1358","NorthDavies","porter","North Daviess Elementary","LocationLongitude",-86.99849701
"1359","NorthDavies","porter","NDE","LocationLongitude",-86.99849701
"1360","NorthDavies","Lewis","North Daviess Elementary","LocationLongitude",-86.99849701
"1361","NorthDavies","PORTER","NORTH DAVIES","LocationLongitude",-86.99849701
"1362","NorthDavies","Porter","nde","LocationLongitude",-86.99849701
"1363","NorthDavies","porter","NDE","LocationLongitude",-86.99849701
"1364","NorthDavies","lewis","north Davies elementary","LocationLongitude",-86.99849701
"1365","NorthDavies","Lewis","North Daviess Elementary","LocationLongitude",-86.99849701
"1366","NorthDavies","Lewis","North Daviess Elemintery","LocationLongitude",-86.99849701
"1367","NorthDavies","Lewis","North Daviess Elementry","LocationLongitude",-86.99849701
"1368","NorthDavies","Lewis","North Daviess Elementary","LocationLongitude",-86.99849701
"1369","NorthDavies","Lewis","Noth Daviess Elementary","LocationLongitude",-86.99849701
"1370","NorthDavies","lewis","North Davies","LocationLongitude",-86.99849701
"1371","NorthDavies","Lewis","North Daviess Elementry","LocationLongitude",-86.99849701
"1372","NorthDavies","Lewis","North Daviess Elementary","LocationLongitude",-86.99849701
"1373","NorthDavies","Lewis","North Daviess Elemintry","LocationLongitude",-86.99849701
"1374","NorthDavies","cunningham","north davies","LocationLongitude",-86.99849701
"1375","NorthDavies","Allen","North Daviess","LocationLongitude",-86.99849701
"1376","NorthDavies","Lewis","North Daviess Elementry","LocationLongitude",-86.99849701
"1377","NorthDavies","wade","North Daviess Elementary","LocationLongitude",-86.99849701
"1378","NorthDavies","Cunningham","North Daviess","LocationLongitude",-86.99849701
"1379","NorthDavies","Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1380","NorthDavies","Allen","North Daviess Elementry","LocationLongitude",-86.99849701
"1381","NorthDavies","Cunningham","North Daviess","LocationLongitude",-86.99849701
"1382","NorthDavies","Lewis","North Daviess Elemantry","LocationLongitude",-86.99849701
"1383","NorthDavies","Cunningham","North Daviess Elementry","LocationLongitude",-86.99849701
"1384","NorthDavies","Lewis","North Daviess Elementary","LocationLongitude",-86.99849701
"1385","NorthDavies","Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1386","NorthDavies","Allen","North Daviess Elementry","LocationLongitude",-86.99849701
"1387","NorthDavies","Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1388","NorthDavies","Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1389","NorthDavies","allen","North daviess elementary","LocationLongitude",-86.99849701
"1390","NorthDavies","Cunningham","North Daviess","LocationLongitude",-86.99849701
"1391","NorthDavies","Allen","North Daviess Elementry","LocationLongitude",-86.99849701
"1392","NorthDavies","Cunningham","North Daviess Elementary","LocationLongitude",-86.99849701
"1393","NorthDavies","Cunningham","North Daviess Elementary","LocationLongitude",-86.99849701
"1394","NorthDavies","Cunningham","North Daviess Elementary","LocationLongitude",-86.99849701
"1395","NorthDavies","marlene allen","north daviess elementry","LocationLongitude",-86.99849701
"1396","NorthDavies","cunningham","NDE","LocationLongitude",-86.99849701
"1397","NorthDavies","Mrs. Cunningham","North Daviess","LocationLongitude",-86.99849701
"1398","NorthDavies","Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1399","NorthDavies","allen","northdaviess","LocationLongitude",-86.99849701
"1400","NorthDavies","Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1401","NorthDavies","cunningham","nde","LocationLongitude",-86.99849701
"1402","NorthDavies","allen","north daviess","LocationLongitude",-86.99849701
"1403","NorthDavies","Cunningham","North Daviess Elementary","LocationLongitude",-86.99849701
"1404","NorthDavies","CUNNINGHAM","North Daviess","LocationLongitude",-86.99849701
"1405","NorthDavies","Lewis","North Daviess Elmentrey","LocationLongitude",-86.99849701
"1406","NorthDavies","Allen","North Daviess Elementry","LocationLongitude",-86.99849701
"1407","NorthDavies","Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1408","NorthDavies","Cunningham","NDE","LocationLongitude",-86.99849701
"1409","NorthDavies","allen","noth daviess elementary","LocationLongitude",-86.99849701
"1410","NorthDavies","Allen","North Daviess Elementry","LocationLongitude",-86.99849701
"1411","NorthDavies","Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1412","NorthDavies","Allen","North Daviess","LocationLongitude",-86.99849701
"1413","NorthDavies","Allen","North Daviess Elementrey","LocationLongitude",-86.99849701
"1414","NorthDavies","Allen","North Daviess Elementry","LocationLongitude",-86.99849701
"1415","NorthDavies","Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1416","NorthDavies","Mrs. Allen","North Daviess Elementary","LocationLongitude",-86.99849701
"1417","NorthDavies","cunningham","nde","LocationLongitude",-86.99849701
"1418","NorthDavies","wade","north daviess cougars","LocationLongitude",-86.99849701
"1419","NorthDavies","Wade","North Daviess Cougars","LocationLongitude",-86.99849701
"1420","NorthDavies","Lengacher","North Daviess Cougars","LocationLongitude",-86.99849701
"1421","NorthDavies","Lengacher","North Daviess","LocationLongitude",-86.99849701
"1422","NorthDavies","mrs.wade","north daveys ccoogers","LocationLongitude",-86.99849701
"1423","NorthDavies","Lengacher","North Davies cougars","LocationLongitude",-86.99849701
"1424","NorthDavies","wade","North Daviess","LocationLongitude",-86.99849701
"1425","NorthDavies","Lengacher","North Daviess Cougars","LocationLongitude",-86.99849701
"1426","NorthDavies","Cox","North daviess","LocationLongitude",-86.99849701
"1427","NorthDavies","Lengacher","North Daviess elem","LocationLongitude",-86.99849701
"1428","NorthDavies","Lengacher","North Daviess Elem","LocationLongitude",-86.99849701
"1429","NorthDavies","wade","North Daviess Elementary","LocationLongitude",-86.99849701
"1430","NorthDavies","Larua","North Daviess Cougars","LocationLongitude",-86.99849701
"1431","NorthDavies","Wade","North Daviess Elemantary","LocationLongitude",-86.99849701
"1432","NorthDavies","Wade","North Daviess Cougars","LocationLongitude",-86.99849701
"1433","NorthDavies","Lengacher","North Daviess Cougars","LocationLongitude",-86.99849701
"1434","NorthDavies","lengacher","northdaves","LocationLongitude",-86.99849701
"1435","NorthDavies","Cox","North Daviess","LocationLongitude",-86.99849701
"1436","NorthDavies","Wade","North Daveiss Cougars","LocationLongitude",-86.99849701
"1437","NorthDavies","Lengacher","North Daviess","LocationLongitude",-86.99849701
"1438","NorthDavies","wade","North Davies","LocationLongitude",-86.99849701
"1439","NorthDavies","Lengacher","North Daviess Cougars","LocationLongitude",-86.99849701
"1440","NorthDavies","wade","north daves elumenhre","LocationLongitude",-86.99849701
"1441","NorthDavies","Lengacher","North Daviess Elementary","LocationLongitude",-86.99849701
"1442","NorthDavies","Cox","North Daviess","LocationLongitude",-86.99849701
"1443","NorthDavies","Wade","North Daviess Elamentary","LocationLongitude",-86.99849701
"1444","NorthDavies","Lengacher","North Daviess Elemetary","LocationLongitude",-86.99849701
"1445","NorthDavies","cox","North Daviess Elementary","LocationLongitude",-86.99849701
"1446","NorthDavies","collion","nde","LocationLongitude",-86.99849701
"1447","NorthDavies","wade","north davies elementary","LocationLongitude",-86.99849701
"1448","NorthDavies","Cox","North Daviess","LocationLongitude",-86.99849701
"1449","NorthDavies","Collins","NDE","LocationLongitude",-86.99849701
"1450","NorthDavies","Wade","NDE","LocationLongitude",-86.99849701
"1451","NorthDavies","Wade","North Daviess Elementary","LocationLongitude",-86.99849701
"1452","NorthDavies","wade","North Daviess Elementary","LocationLongitude",-86.99849701
"1453","NorthDavies","cox","North Daviess","LocationLongitude",-86.99849701
"1454","NorthDavies","collins","North Daviess","LocationLongitude",-86.99849701
"1455","NorthDavies","Cox","North Daviess","LocationLongitude",-86.99849701
"1456","NorthDavies","wade","North Daviess Elementry","LocationLongitude",-86.99849701
"1457","NorthDavies","Cox","North Daviess Elementary","LocationLongitude",-86.99849701
"1458","NorthDavies","Collins","NDE","LocationLongitude",-86.99849701
"1459","NorthDavies","Cox","North Daviess","LocationLongitude",-86.99849701
"1460","NorthDavies","cox","north daviess","LocationLongitude",-86.99849701
"1461","NorthDavies","Cox","North Daviess Elmentry","LocationLongitude",-86.99849701
"1462","NorthDavies","Wade","North Daveiss","LocationLongitude",-86.99849701
"1463","NorthDavies","Wade","North Daviess Elamentary","LocationLongitude",-86.99849701
"1464","NorthDavies","wade","north daviess","LocationLongitude",-86.99849701
"1465","NorthDavies","Collins","North Daviess Elementary","LocationLongitude",-86.99849701
"1466","NorthDavies","Lengacher","North Daviess Elmentary","LocationLongitude",-86.99849701
"1467","NorthDavies","Lengacher","North Daviess","LocationLongitude",-86.99849701
"1468","NorthDavies","cox","North Daviess","LocationLongitude",-86.99849701
"1469","NorthDavies","collins","nde","LocationLongitude",-86.99849701
"1470","NorthDavies","Wade","North Daviess","LocationLongitude",-86.99849701
"1471","NorthDavies","Collins","North Davies Elementary","LocationLongitude",-86.99849701
"1472","NorthDavies","lengacher","north daviess elemantary","LocationLongitude",-86.99849701
"1473","NorthDavies","Wade","North  Daviess","LocationLongitude",-86.99849701
"1474","NorthDavies","Lengacher","NDE","LocationLongitude",-86.99849701
"1475","NorthDavies","Wade","North Daviess Elementary","LocationLongitude",-86.99849701
"1476","NorthDavies","Collins","Noth Daviess","LocationLongitude",-86.99849701
"1477","NorthDavies","Wade","North daviess elamentary","LocationLongitude",-86.99849701
"1478","NorthDavies","wade","nde","LocationLongitude",-86.99849701
"1479","NorthDavies","Wade","North Daviess Elementary","LocationLongitude",-86.99849701
"1480","NorthDavies","Collins","North Daviess Elemntary","LocationLongitude",-86.99849701
"1481","NorthDavies","cox","NorthDaviess","LocationLongitude",-86.99849701
"1482","NorthDavies","Cox","North Daviess","LocationLongitude",-86.99849701
"1483","NorthDavies","cox","north daviess elementy","LocationLongitude",-86.99849701
"1484","NorthDavies","Lengatcher","NDE","LocationLongitude",-86.99849701
"1485","NorthDavies","Wade","north daviess","LocationLongitude",-86.99849701
"1486","NorthDavies","Collins","NDE","LocationLongitude",-86.99849701
"1487","NorthDavies","Cox","North Daviess","LocationLongitude",-86.99849701
"1488","NorthDavies"," "," ","LocationLongitude",-86.99849701
"1489","NorthDavies","Wade","North Daviess Elementary","LocationLongitude",-86.99849701
"1490","NorthDavies","Collins","North Daviess","LocationLongitude",-86.99849701
"1491","NorthDavies","Wade","North Daviess","LocationLongitude",-86.99849701
"1492","NorthDavies","cox","north daviess","LocationLongitude",-86.99849701
"1493","NorthDavies","Wade","North Daviess Elemtry school","LocationLongitude",-86.99849701
"1494","NorthDavies","lengacher","north daviess elementary","LocationLongitude",-86.99849701
"1495","NorthDavies","coolin","north daviess","LocationLongitude",-86.99849701
"1496","NorthDavies","wade","north daviess elementary","LocationLongitude",-86.99849701
"1497","NorthDavies","Lengacher","North Daviess","LocationLongitude",-86.99849701
"1498","NorthDavies","Collins","North daviess","LocationLongitude",-86.99849701
"1499","NorthDavies","collins","North Daviess Elementary","LocationLongitude",-86.99849701
"1500","NorthDavies","wade","north daviess elemtary","LocationLongitude",-86.99849701
"1501","NorthDavies","collins","north daviess","LocationLongitude",-86.99849701
"1502","NorthDavies","Lengacher","North Daviess Elementary","LocationLongitude",-86.99849701
"1503","NorthDavies","Collins","North Daviess Elementary","LocationLongitude",-86.99849701
"1504","NorthDavies","wade","north daviess","LocationLongitude",-86.99849701
"1505","NorthDavies","Cox","North Daviess Elementary","LocationLongitude",-86.99849701
"1506","NorthDavies","wade","north davies","LocationLongitude",-86.99849701
"1507","NorthDavies","Collins","North Daviess Elementary","LocationLongitude",-86.99849701
"1508","NorthVernon","green","north Vernon elementary","LocationLongitude",-85.63040161
"1509","NorthVernon","Mrs.Green","North Vernon Elementary","LocationLongitude",-85.63040161
"1510","NorthVernon","kloeker","north veron elemetry","LocationLongitude",-85.63040161
"1511","NorthVernon","Green","North Vernon Elementary","LocationLongitude",-85.63040161
"1512","NorthVernon","Kloeker","North Vernon Elementary","LocationLongitude",-85.63040161
"1513","NorthVernon","Mrs.Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1514","NorthVernon","Patterson","North Vernon Elmetry","LocationLongitude",-85.63040161
"1515","NorthVernon","green","nve","LocationLongitude",-85.63040161
"1516","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1517","NorthVernon","kloeker","North Vernon Elementary","LocationLongitude",-85.63040161
"1518","NorthVernon","sproessig","North Vernon Elementary","LocationLongitude",-85.63040161
"1519","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1520","NorthVernon","Kloeker","North Vernon Elementary","LocationLongitude",-85.63040161
"1521","NorthVernon","Green","North Vernon Elementary","LocationLongitude",-85.63040161
"1522","NorthVernon","kloeker","north vernon elementary","LocationLongitude",-85.63040161
"1523","NorthVernon","green","Nortn Vernon Elementary","LocationLongitude",-85.63040161
"1524","NorthVernon","kloeker","North Vernon Elementary","LocationLongitude",-85.63040161
"1525","NorthVernon","Kloeker","North Vernon Elementary","LocationLongitude",-85.63040161
"1526","NorthVernon","kloeker","nve","LocationLongitude",-85.63040161
"1527","NorthVernon","patterson","north vernon elemntary","LocationLongitude",-85.63040161
"1528","NorthVernon","Mrs. Kloeker","NVE","LocationLongitude",-85.63040161
"1529","NorthVernon","Kloeker","North Vernon Elemary","LocationLongitude",-85.63040161
"1530","NorthVernon","kloeker","North Vernon Elimentry","LocationLongitude",-85.63040161
"1531","NorthVernon"," "," ","LocationLongitude",-85.63040161
"1532","NorthVernon","Sproessig","North Vernon Elementry","LocationLongitude",-85.63040161
"1533","NorthVernon","sproessig","North vernon elementry","LocationLongitude",-85.63040161
"1534","NorthVernon","kloeker","North Vernon Elementary","LocationLongitude",-85.63040161
"1535","NorthVernon","kloeker","North Vernon Elementary","LocationLongitude",-85.63040161
"1536","NorthVernon","Kloeker","NVE","LocationLongitude",-85.63040161
"1537","NorthVernon","kloeker","nve","LocationLongitude",-85.63040161
"1538","NorthVernon","Kloeker","North Vernon Elementary","LocationLongitude",-85.63040161
"1539","NorthVernon","Puckett","Nve","LocationLongitude",-85.63040161
"1540","NorthVernon","Kloeker","NVE","LocationLongitude",-85.63040161
"1541","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1542","NorthVernon","Patterson","North Vernon Elemtrice","LocationLongitude",-85.63040161
"1543","NorthVernon"," "," ","LocationLongitude",-85.63040161
"1544","NorthVernon","kloekler","nve","LocationLongitude",-85.63040161
"1545","NorthVernon","green","north vernon elementary","LocationLongitude",-85.63040161
"1546","NorthVernon","Kloeker","North Vernon Elementary","LocationLongitude",-85.63040161
"1547","NorthVernon","puckett","NVE","LocationLongitude",-85.63040161
"1548","NorthVernon","kloeker","north  vernon  elementary","LocationLongitude",-85.63040161
"1549","NorthVernon","puckett","noth vrnen nve","LocationLongitude",-85.63040161
"1550","NorthVernon","kloeker","north vernon elementary","LocationLongitude",-85.63040161
"1551","NorthVernon","Skinner","North Vernon Elemantary","LocationLongitude",-85.63040161
"1552","NorthVernon"," "," ","LocationLongitude",-85.63040161
"1553","NorthVernon","Puckett","NVE","LocationLongitude",-85.63040161
"1554","NorthVernon"," "," ","LocationLongitude",-85.63040161
"1555","NorthVernon","green","North Vernon Elementary","LocationLongitude",-85.63040161
"1556","NorthVernon","skinner","north vernon elementry","LocationLongitude",-85.63040161
"1557","NorthVernon","Patterson","North Vernon Elementrey","LocationLongitude",-85.63040161
"1558","NorthVernon","Patterson","North Vernon Elementry","LocationLongitude",-85.63040161
"1559","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1560","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1561","NorthVernon","Findley","North Vernon Elementry","LocationLongitude",-85.63040161
"1562","NorthVernon","Skinner","North Vernon Elementry","LocationLongitude",-85.63040161
"1563","NorthVernon","skinner","nve","LocationLongitude",-85.63040161
"1564","NorthVernon","skinner","N.V.E","LocationLongitude",-85.63040161
"1565","NorthVernon","Skinner","North Vernon Elementary","LocationLongitude",-85.63040161
"1566","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1567","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1568","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1569","NorthVernon","tammie","nve","LocationLongitude",-85.63040161
"1570","NorthVernon","Green","North Vernon Elementary","LocationLongitude",-85.63040161
"1571","NorthVernon","green","North Vernon Elementary","LocationLongitude",-85.63040161
"1572","NorthVernon","Green","North Vernon Elementary","LocationLongitude",-85.63040161
"1573","NorthVernon","Green","North Vernon Elementary","LocationLongitude",-85.63040161
"1574","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1575","NorthVernon","kleoker","NVE","LocationLongitude",-85.63040161
"1576","NorthVernon","Kloeker","NVE","LocationLongitude",-85.63040161
"1577","NorthVernon","Findley","NVE","LocationLongitude",-85.63040161
"1578","NorthVernon","Green","NVE","LocationLongitude",-85.63040161
"1579","NorthVernon","Skinner","North Vernon","LocationLongitude",-85.63040161
"1580","NorthVernon","Green","NVE","LocationLongitude",-85.63040161
"1581","NorthVernon","Skinner","North Vernon Elementary","LocationLongitude",-85.63040161
"1582","NorthVernon","Puckett","North Vernon Elementry","LocationLongitude",-85.63040161
"1583","NorthVernon","pukett","north vernon elementry","LocationLongitude",-85.63040161
"1584","NorthVernon","Skinner","North Vernon Elementary","LocationLongitude",-85.63040161
"1585","NorthVernon","Skinner","North Vernon Elementry","LocationLongitude",-85.63040161
"1586","NorthVernon","green","North Vernon Elementary","LocationLongitude",-85.63040161
"1587","NorthVernon","green","NVE","LocationLongitude",-85.63040161
"1588","NorthVernon","green","North Vernon Elementary","LocationLongitude",-85.63040161
"1589","NorthVernon","Findley","North Vernon Elemtary","LocationLongitude",-85.63040161
"1590","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1591","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1592","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1593","NorthVernon","Findley","North Vernon Elementary","LocationLongitude",-85.63040161
"1594","NorthVernon","Findley","NVE","LocationLongitude",-85.63040161
"1595","NorthVernon","sproessig","north vernon elementrey","LocationLongitude",-85.63040161
"1596","NorthVernon","Findley","North Vernon Elemantry","LocationLongitude",-85.63040161
"1597","NorthVernon","Findley","North Vernon Elementry","LocationLongitude",-85.63040161
"1598","NorthVernon","Findley","North Vernon Elementry","LocationLongitude",-85.63040161
"1599","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1600","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
"1601","NorthVernon","Patterson","North Vernon Elementary","LocationLongitude",-85.63040161
